ISBN,review_content,rating
9791171179077,"오자마자 다섯시간동안 소리내서 읽었어요. 재밌기도 하고 울컥하기도 하고 계속 읽게 되더라고요. 나라는 한 사람에서 출발한 사랑이, 시간이 흐르고 인생을 살아가면서 조금씩 발견되는 것이 보여서 뭉클했습니다.",5
9791169813419,이미 어른이 되었지만 내가 되고 싶고 되어야 하는 어른을 다시 한번 생각하게하는 책이었다. 따뜻하기도 하고 웃기기도 하고 귀엽기도 하고 진지하기도 해서 오랜만에 책 읽는 기쁨을 느낌!  <어린이라는 세계>가 내 최애 에세이였는데 <어떤 어른>으로 바꿀까 심각하게 고민 중. 와 진짜 좋았다!!,5
9791169813419,"중년의 나이에도 교과서가 필요하다는 걸 #어린이라는세계 를 읽으며 알았다. 나의 무지와 무례를 자각하는 고통이 이내 희망의 의지가 되었던 건 당연히 사려 깊은 관찰자이자 대책 없는 애호가인 #김소영 작가님 덕이다.4년 만에 김소영 작가의 신작 #어떤어른 이 출간 되었다. 전작이 제목부터 가이드의 뉘앙스를 품고 있었다면 이번 책은 제목부터 독자에게 질문을 건네는 책이다. 그러니까 어쩌면 이건 꼼꼼히 오래 생각하고 답해야 할 설문지와도 같다. 어린이라는 세계를 건너 어떤 어른인 나에게 오는 길에는 매일의 일상이 있기 마련이다. 작가는 이 범상하고 신비로운 일상을 쓰는 이와 읽는 이 사이의 징검다리로 사용한다. 그 다채롭고 친근하며 맛있고 손이 많이 가는 (마치 #잡채 처럼) 일상의 기록들을 읽으며 나는 또 적당한 때에 호되게 혼이 났고 난데 없이 애틋해졌으며 오밤 중에 주먹을 꽉 쥐거나 지하철  안에서 주책맞게 웃기도 했다.내가 이 책을 읽으며 고심 끝에 내린 답들이 정답일리 없겠지만 언제라도 또 이러한 시험에 들고 싶다. 오답을 잔뜩 썼다해도, 번거롭고 면구스럽다해도 여전히 고민에 반응하는 어른이고 싶어졌기 때문이다.그리고 언제까지나 천진난만하고 어메이징하며 여도러블한 어린이의 부분도 너무 갖고 싶어….",5
9791169813419,"어린이랑 어른 이야기만 나오는 줄 알았는데 청소년 이야기가 나와서 더 좋았다. 슬프고 아름답고 좋아하는 것들을 알게 된 10대 시절을 한참 생각했다. 읽는 동안 같이 읽고 싶은 사람이 여럿 떠올랐는데, 그 친구들이랑 같이 다시 읽으면서 좋은 어른에 대해 이야기해보고 싶다.",5
9791169813419,> 어린이라는 세계 < 도서를 너무너무 감명 깊게 읽어서 김소영 작가님 신간 예약구매했어요 !! 어린이를 향한 따뜻한 시선으로 적어주신 글들이 많은데 그 중에서도 > 새로 배우기를 두려워하지 않는 마음 < 을 길러주고 싶다고 하신 게 가장 와닿아요 :) 인터뷰 집도 너무 좋아요 ㅎㅎ 많이 배웠어요,4
9791169813419,"어린이처럼 진지하고, 어린이처럼 귀엽고, 어린이처럼 성숙하고, 어린이처럼 미래를 향해 나아가는 책.",5
9791169813419,"<어린이라는 세계>는 어른이 되기까지 지나온 시간이 무엇이었는지 생각하게 해주었다. 새 책 <어떤 어른>은 그다음에 생각해야 할 문제들을 말한다. 어린이가 안전하고 건강할 수 있는 세계는 곧 나도 그럴 수 있는 세계이고, 그곳에서는 누구든 자기 자신으로 살아갈 수 있을 거라는 즐거운 이야기.",5
9791169813419,어떤 어른이 되어야 하나? 라는 질문에 답을 조금이나마 찾고 싶어서 이 책을 폈습니다. 다 읽고 난 후에는 어떤 어른이 되어야할지 조금이나마 더 알 수 있기를,5
9791169851053,"특별한 날, 이벤트가 일상이 되버린 요즘.매일의 삶이 쉽게 지쳐버린다.바쁘고 분주함이 당연한 것이고 잘 사는 거라고 생각했는데, “어른의 행복은 조용하다”는 제목을 보고 눈이 떼지지 않는 것은 아마도 내 삶의 가려운 부분을 짚어주었기 때문이렷다.오랜만에 의도적으로 책을 읽어야겠다.",5
9788936480608,"선생님..잘 읽었습니다.늘 한자리에서 술술 읽히는 책,아끼며 읽기가 힘든 게 흠이에요ㅎㅎ다음 답사기를 기다리며 이만 총총하겠습니다^^아, 서머싯 몸의 ‘서밍 업‘ 편에서,‘자산‘의 영어 스펠이..오자더라고요.asset이 assert로..^^;;;쓸데없이 눈만 밝아 죄송해요~^^;;",5
